Title,Image URL,Description,Instructions,Training Tips,Groupe Musculaire,Calories de Base Estimées
Extension lombaire à la machine,http://82.66.65.151:7000/images/ExerciceImage/extension_lombaire_à_la_machine.jpg,"Les extensions du dos sur machine sont un excellent moyen d’isoler les muscles érecteurs du rachis, qui nous permettent de maintenir une posture droite. Les muscles du dos nous aident également à nous pencher et à nous tourner. Il est donc impératif que ces muscles soient suffisamment résistants pour nous permettre de réaliser nos tâches quotidiennes. Le dos étant une grande zone musculaire, un volume de travail important est nécessaire pour favoriser la croissance et développer un maximum de force.","1. Installez-vous sur la machine d’extension du dos, le dos en appui contre le plateau et les pieds sur le support. | 2. Réglez le mécanisme de façon à ce qu’il pousse votre torse vers le bas et vous permette d’obtenir une amplitude de mouvement complète lorsque vous effectuez l’exercice. L’angle de vos hanches doit être d’environ 90 degrés. | 3. Tout en continuant à vous appuyer sur le support dorsal, poussez vos talons contre le support afin de vous aider à garder le bassin sur le siège. En effet, vos fesses ne doivent surtout pas se décoller ce qui pourrait vous mettre dans une position à risque de blessures. | 4. En gardant vos hanches fixes, expirer en étendant lentement votre dos jusqu’à ce qu’il soit légèrement en hyperextension. Maintenez cette position pendant deux secondes. | 5. Inspirez en revenant lentement à la position de départ, puis répétez le mouvement jusqu’à réaliser le nombre de répétitions souhaitées.","1. La machine à extension du dos se pratique de préférence avec des charges légères à modérées, car le bas du dos est une zone sensible et une résistance trop importante peut être dangereuse. | 2. Pour éviter les blessures au dos, gardez un mouvement très lent et entièrement contrôlé. | 3. Gardez votre menton et votre cou en position neutre. | 4. Certaines machines d’extension du dos n’empêchent pas complètement les hanches de rester immobiles. Dans ce cas, les fessiers, les ischio-jambiers et les adducteurs agiront en synergie.",monoarticulaires,15.0
Élévations latérales,http://82.66.65.151:7000/images/ExerciceImage/élévations_latérales.jpg,Les élévations latérales (dumbbell lateral raise) sont un exercice de musculation pour les épaules qui consiste à élever une paire d’haltères sur les côtés du corps.,"1. Choisissez une charge qui vous permet de conserver une bonne technique pendant toutes les séries et répétitions. | 2. Prenez les deux haltères et tenez-vous debout, les pieds écartés de la largeur du bassin et les genoux légèrement fléchis. Votre corps doit être droit, les hanches légèrement ouvertes vers l’avant et la position de la tête et du cou doit être neutre. | 3. Tenez les haltères sur les côtés, les paumes de vos mains face à vos jambes. | 4. Vos paumes doivent être tournées légèrement vers l’intérieur de votre jambe extérieure (une petite pronation). | 5. Vos bras doivent être tendus et vos coudes légèrement pliés. Toutes les répétitions doivent commencer dans cette position. | 6. Tout en maintenant votre sangle abdominale gainée, élevez les deux haltères jusqu’à ce que vos coudes soient à l’horizontale. | 7. Vous devez sentir une tension dans vos épaules. Vos paumes doivent être tournées vers le sol en haut du mouvement. | 8. Marquez un temps d’arrêt en haut du mouvement, puis redescendez les haltères vers vos jambes de la même façon que vous les avez soulevés. | 9. Une fois la position de départ retrouvée, recommencez jusqu’à effectuer le nombre de répétitions désiré.","1. Pour garder les muscles des épaules sous tension, effectuez 2/3 de la descente et remontez directement. | 2. Ne cherchez pas à prendre la charge la plus lourde avec ce type d’exercice. Privilégiez plutôt le plus grand nombre de répétitions tout en gardant une bonne technique. | 3. Ne cherchez pas non plus à réaliser cet exercice rapidement. Plus le mouvement sera lent et contrôlé, meilleurs seront les résultats. En effet, des répétitions explosives utilisent l’élan et non la contraction des fibres musculaires pour lever la charge. | 4. Pour vous aider à faire un mouvement efficace, inclinez légèrement les haltères vers le bas comme si vous versiez une cruche d’eau lorsque vous les soulevez. Il sera ainsi plus difficile de monter les mains plus haut que les coudes. | 5. Lorsque vous arrivez à la brûlure musculaire, n’hésitez pas à poursuivre l’effort en prenant une paire d’haltères plus légère.",monoarticulaires,15.0
Pec-deck ou butterfly,http://82.66.65.151:7000/images/ExerciceImage/pecdeck_ou_butterfly.jpg,"Cet appareil de musculation est souvent négligé en salle, car il existe de nombreuses autres possibilités de travailler les muscles pectoraux.","1. Avant de commencer, réglez la hauteur du siège de manière à ce que les poignées se situent à peu près au niveau de votre poitrine lorsque vous êtes assis sur la machine. | 2. Sélectionnez le poids que vous souhaitez utiliser sur le bloc. | 3. Ajustez les bras de levier de la machine en fonction de l’amplitude souhaitée et de votre anatomie : si vous avez des bras plutôt courts ou plus longs. Notez que toutes les machines ne permettent pas ce réglage. En extension, vos coudes doivent être légèrement pliés. | 4. Asseyez-vous sur la machine, saisissez les poignées et retirez légèrement les poids de la pile. Il s’agit de la position de départ de l’exercice. | 5. En gardant votre corps fixe, rapprochez lentement les poignées l’une de l’autre. Ne les laissez pas se toucher. | 6. Contractez les muscles de la poitrine pendant 1 à 3 secondes, puis revenez lentement à la position de départ. | 7. Répétez l’exercice jusqu’au nombre de répétitions souhaité.","1. Le pec deck est une machine géniale pour cibler les pectoraux, mais vous devez utiliser une technique stricte et vous concentrer sur l’étirement et la contraction pour en tirer le meilleur parti. Ne reposez pas la pile de poids pendant la série afin de garder une tension continue sur les muscles. | 2. Ne ramenez pas votre torse vers l’avant lorsque vous faites cet exercice. Le dos doit rester en appui contre le siège, et la tête dans son alignement. | 3. Expirez en amenant les poignées devant votre poitrine et inspirez en ramenant les poignées en position de départ. | 4. Si vous trouvez le mouvement trop difficile, diminuez la quantité de poids pour éviter les blessures. | 5. La dernière répétition doit être difficile à réaliser, mais pas au point de vous faire bouger le corps dans tous les sens.",monoarticulaires,15.0
Curl à la poulie vis-à-vis,http://82.66.65.151:7000/images/ExerciceImage/curl_à_la_poulie_visàvis.jpg,Le curl à la poulie vis à vis est un exercice d’isolation permettant de muscler et de renforcer les biceps.,"1. Fixez des poignées simples au sommet de la poulie du câble. | 2. Réglez les poulies en fonction de votre taille depuis une position debout. | 3. La partie inférieure de vos bras doit être parallèle au sol lorsque vos bras sont complètement fléchis. | 4. Placez-vous au centre de l’appareil à poulie et saisissez les poignées en les tenant par le bas, les paumes vers le haut (mains en supination). | 5. Commencez avec les bras tendus vers les côtés. | 6. Gardez vos coudes fixes et ramenez lentement vos mains vers vos épaules. Vous ne devez contracter que vos biceps. | 7. Serrez les deux biceps au sommet du mouvement : imaginez que vous réalisez une pose de double biceps avant. | 8. Revenez lentement à votre position de départ. | 9. Profitez de la résistance dans la partie excentrique du mouvement pour vous aider à développer vos biceps. | 10. Faites autant de répétitions que souhaité.","1. Ne laissez pas vos coudes bouger une fois que vous êtes en position de flexion complète. Ils vont naturellement vouloir se déplacer vers l’avant, le haut et le bas. Concentrez-vous pour qu’ils restent bien en place. | 2. Ne tirez pas avec les épaules, l’idée étant d’isoler vos biceps. Lorsque vous recrutez tout autre muscle, cela réduit l’efficacité de l’exercice. | 3. Si vous utilisez une seule poulie à la fois, cela vous permettra de solliciter beaucoup plus efficacement les muscles stabilisateurs du tronc, comme les muscles de la sangle abdominale ou les muscles stabilisateurs de la colonne. Cette variante est plus intéressante en termes de développement musculaire global. | 4. Ne cambrez pas votre dos, maintenez toujours une colonne vertébrale neutre. Ne faites pas d’hyperextension, car cela provoque un stress indésirable sur la colonne vertébrale. De même, ne vous penchez pas non plus vers l’avant. | 5. Une petite astuce pour faire des curls à deux bras lorsque la machine à poulie n’est pas assez spacieuse consiste à s’agenouiller pour obtenir un peu plus d’extension. C’est un peu moins pratique, car la ligne de tirage n’est pas aussi horizontale, elle est plus verticale et descend vers le bas. Mais cela vous permettra de travailler avec une amplitude plus importante, et donc de recruter et muscler plus de fibres musculaires. | 6. Si vous vous entraînez à la maison et que vous n’avez pas de machine avec poulies, vous pouvez faire cet exercice avec des bandes élastiques. Il suffit d’attacher les bandes à un endroit surélevé et stable. Vous pouvez faire ces exercices biceps par biceps très facilement ; ou, si vous avez la bonne installation, vous pouvez placer deux bandes de chaque côté et faire la version à deux bras.",monoarticulaires,18.75
Élévations latérales avec kettlebell,http://82.66.65.151:7000/images/ExerciceImage/élévations_latérales_avec_kettlebell.jpg,Les élévations latérales avec kettlebells (kettlebell lateral raise) sont une variante des élévations latérales et c’est un exercice qui permet de renforcer les muscles de l’épaule.,"1. Sélectionnez la charge souhaitée dans le rack, puis faites quelques pas en arrière dans une zone dégagée. | 2. Inspirez profondément et levez les kettlebells à hauteur des épaules en utilisant une prise neutre (paumes vers l’intérieur) tout en gardant les coudes légèrement fléchis. | 3. Abaissez lentement les kettlebells jusqu’à la position de départ, en gardant la maîtrise du mouvement. | 4. Répétez ce mouvement jusqu’au nombre de répétitions souhaité.","1. Si vous voulez garder plus de tension dans les muscles deltoïdes, ne laissez pas les poids toucher sur vos côtés et contrôlez la partie excentrique (descente) du mouvement. | 2. Gardez les abdominaux contractés et ne vous penchez pas en arrière ou ne cambrez pas votre dos au sommet du mouvement. | 3. Laissez les épaules bouger librement, mais ne bloquez pas complètement les coudes. | 4. Se pencher vers l’avant peut aider à améliorer l’activation de l’arrière du deltoïde.",monoarticulaires,15.0
Rotations des abdominaux suspendu,http://82.66.65.151:7000/images/ExerciceImage/rotations_des_abdominaux_suspendu.jpg,Les rotations des abdominaux suspendu sont une variante du relevé de jambes qui permet de maximiser le travail des obliques. C’est un excellent mouvement qui permet d’effectuer un gainage dynamique de la sangle abdominale.,"1. Saisissez une barre de traction et suspendez-vous avec les mains un peu plus larges que la largeur des épaules, les jambes complètement tendues. Veillez à ce que votre corps soit droit et que les jambes restent jointes. Ceci est la position initiale. | 2. Commencez par fléchir vos hanches puis relevez vos jambes à la verticale. Faites pivoter vos jambes vers votre côté droit dans la limite de votre mobilité et force. Contractez vos obliques et vos abdominaux puis pivotez sur le côté opposé. | 3. Effectuez le nombre de répétitions souhaité. | 4. Abaissez lentement vos hanches pour revenir à la position initiale et terminer votre série.","1. Évitez tout mouvement d’élan et maîtrisez le mouvement de vos hanches, de vos genoux et de vos abdominaux tout au long de l’exercice. | 2. N’effectuez pas cet exercice si vous souffrez de problèmes de dos. | 3. Vous ne devriez normalement pas ressentir de tension importante au niveau de la colonne. Si la sensation d’étirement ressentie est désagréable ou douloureuse, réduisez simplement l’amplitude de rotation.",monoarticulaires,15.0
Écartés décliné avec haltères,http://82.66.65.151:7000/images/ExerciceImage/écartés_décliné_avec_haltères.jpg,"Les écartés décliné avec haltères sont une variation des écartés pour travailler les pectoraux et plus particulièrement la partie basse des muscles pectoraux. Et même si on ne peut pas cibler spécifiquement différentes parties d’un muscle, on peut exercer une tension supplémentaire sur les fibres qui sont travaillées. Il s’agit donc d’un excellent exercice pour favoriser le développement complet des pectoraux.","1. Saisissez les haltères au sol en adoptant une prise neutre (paumes vers l’intérieur). Placez les extrémités des haltères dans le pli de votre hanche, puis asseyez-vous sur un banc décliné. | 2. Pour vous mettre en position de départ, allongez-vous et gardez les haltères près de votre poitrine. Une fois en place, inspirez profondément, puis amenez les haltères en position haute. | 3. Rétractez légèrement vos omoplates, déverrouillez vos coudes et abaissez lentement les haltères latéralement tout en maintenant le même angle au niveau du coude. | 4. Lorsque les haltères arrivent au niveau de la poitrine, inversez le mouvement en contractant les pectoraux et en ramenant les haltères à leur position de départ. | 5. Sans laisser les haltères se toucher, commencez la répétition suivante et continuez jusqu’à la fin de la série.","1. Utilisez une déclinaison légère, par exemple 30 degrés. Les positions extrêmes ne sont pas forcément les plus appropriées. | 2. Ne serrez pas trop les poignées des haltères, car cela peut entraîner un recrutement excessif des avant-bras et des biceps, réduisant ainsi l’activation des pectoraux. | 3. Évitez de toucher ou de heurter les haltères en haut de chaque répétition afin de maintenir une tension continue sur les muscles pectoraux. | 4. Gardez toujours les coudes légèrement pliés et ne baissez jamais le poids au point de ressentir une douleur ou une pression sur l’avant de l’articulation de l’épaule. | 5. Veillez à maintenir une certaine tension au niveau des abdominaux et à ne pas cambrer excessivement le bas du dos.",monoarticulaires,15.0
Extensions des mollets au hack-squat,http://82.66.65.151:7000/images/ExerciceImage/extensions_des_mollets_au_hacksquat.jpg,Les extensions de mollets sur une machine de hack squat consistent essentiellement à effectuer une extension de mollets sur une machine de hack squat. Il existe plusieurs variantes de ce type de machines.,"1. Tenez-vous debout sur la machine à hack squat, le dos à plat contre le support et les rembourrages sur le dessus de vos épaules. | 2. Sortez les talons de la plate-forme. | 3. Déverrouillez le levier pour que la machine puisse bouger librement (bien que cela ne soit pas forcément nécessaire). | 4. En gardant les genoux légèrement fléchis, tendez les chevilles pour soulever la machine de hack squat aussi haut que possible. | 5. Maintenez cette position une à deux secondes en effectuant une contraction maximale. | 6. Fléchissez lentement vos chevilles pour abaisser la machine jusqu’à ce que vous sentiez un léger étirement dans vos mollets. | 7. Répétez le mouvement jusqu’au nombre de répétitions prévues. | 8. Si vous avez déverrouillé le levier au début, veillez à le remettre en place lorsque vous avez terminé.","1. Gardez votre dos et vos hanches droits et bien à plat contre le support. | 2. Vos genoux doivent toujours être légèrement fléchis. Ne les verrouillez pas. | 3. Réalisez un mouvement lent et maîtrisé. | 4. Si vous tournez vos orteils vers l’extérieur, le chef interne (médial) de votre gastrocnémien sera mis en valeur. En revanche, si vous tournez vos orteils vers l’intérieur ou si vous les maintenez pointés vers l’avant, les chefs interne et externe (latéraux) de votre gastrocnémien seront activés de manière à peu près égale.",monoarticulaires,18.75
Hip thrust unilatéral,http://82.66.65.151:7000/images/ExerciceImage/hip_thrust_unilatéral.jpg,"Le hip thrust unilatéral est une variante du hip thrust. C’est un exercice utilisé pour cibler les muscles fessiers. Les fessiers sont un groupe de trois muscles qui constituent les fesses. Des muscles fessiers musclés contribuent à un physique bien équilibré et remplissent de nombreuses fonctions importantes, telles que maintenir le buste droit, se lever d’une position assise et monter des escaliers, pour n’en citer que quelques-unes.","1. Placez une barre chargée parallèlement à un banc. | 2. Asseyez-vous au sol, les hanches sous la barre et le dos appuyé contre le côté du banc. | 3. Saisissez la barre de chaque côté. | 4. En gardant le buste bien rigide, expirez en contractant les fessiers de la jambe active et soulevez vos hanches jusqu’à ce que le genou de la jambe en appui forme un angle de 90°. | 5. Maintenez la position pendant deux secondes et contractez les fessiers. | 6. Inspirez en abaissant la barre en fléchissant la hanche. Ne laissez pas la barre toucher le sol. | 7. Faites vos répétitions et changez de jambe.","1. Vous pouvez garder votre autre jambe droite ou fléchie. | 2. Enveloppez la barre avec une mousse de protection pour éviter qu’elle ne vous fasse mal aux hanches. | 3. Gardez votre buste rigide. Votre dos ne doit pas se cambrer et votre bassin ne doit pas basculer. | 4. Idéalement, vous devez rechercher une ligne droite entre vos genoux et vos épaules au sommet du mouvement. | 5. N’utilisez pas une barre trop lourde pour le hip thrust unilatéral, car cela peut exercer une trop grande torsion (force de rotation) sur vos vertèbres lombaires. Si vous voulez prendre lourd, optez pour le mouvement de hip thrust classique. Privilégiez donc une charge légère avec des séries longues.",monoarticulaires,15.0
Drag curl avec haltères,http://82.66.65.151:7000/images/ExerciceImage/drag_curl_avec_haltères.jpg,,"1. Tenez deux haltères le long de votre corps, mains en pronation (paumes dirigées vers le haut). | 2. Faites remonter les haltères le long de votre corps en les déplaçant vers vos épaules tout en déplaçant vos coudes en arrière. | 3. Contractez vos biceps énergiquement, puis descendez les charges en les contrôlant jusqu’à ce que vos bras soient complètement verrouillés. | 4. Faites 3 ou 4 séries de 8 à 12 répétitions.","1. Cet exercice peut être effectué assis ou debout. L’avantage de la version assise est qu’elle diminue les mouvements parasites de balancement du buste. | 2. Le drag curl peut aussi être effectué à la barre ou à la poulie selon le matériel dont vous disposez pour vous entraîner. Chaque version possède ses avantages donc n’hésitez pas à varier. L’avantage avec les haltères est qu’ils créent moins de déséquilibres musculaires qu’avec une barre, mais ils ne permettent pas de soulever aussi lourd. | 3. L’utilisation d’un excentrique lent (partie descendante) permet d’améliorer la tension et la connexion musculaires.",monoarticulaires,18.75
Crunch à la machine,http://82.66.65.151:7000/images/ExerciceImage/crunch_à_la_machine.jpg,"Le crunch à la machine est un exercice d’isolation qui permet de travailler les abdominaux avec une charge définie. Cet exercice est donc intéressant pour travailler avec une charge additionnelle plus importante, si faire des dizaines de crunchs au sol devient trop facile pour vous. ","1. Installez-vous dans la machine à abdominaux, le dos appuyé contre le dossier. | 2. Coincez vos pieds sous les boudins. | 3. Saisissez les poignées de chaque côté de votre tête. | 4. Expirez en contractant vos abdominaux pour plier votre abdomen et votre bassin de manière à tirer les poignées vers le bas et le boudin cale-pied vers le haut. | 5. Inspirez en relâchant les abdos et le bassin pour revenir à la position de départ. | 6. Répétez le mouvement jusqu’à effectuer le nombre de répétitions prévues.","1. Réglez la hauteur du siège de la machine pour un confort et une amplitude de mouvement optimale. | 2. Maintenez votre dos fermement appuyé contre le dossier. | 3. Gardez votre cou dans une position neutre : ne forcez pas avec votre cou. | 4. Si vous ne réussissez pas à effectuer un crunch avec une amplitude de mouvement complète, c’est peut-être que vous utilisez une charge trop lourde. | 5. Ne tirez pas vers le bas avec vos bras ; gardez-les fixes. Tout le mouvement doit être effectué par la flexion de vos abdominaux.",monoarticulaires,15.0
Élévations latérales avec landmine,http://82.66.65.151:7000/images/ExerciceImage/élévations_latérales_avec_landmine.jpg,Le mouvement en arc de cercle des élévations latérales avec landmine (landmine lateral raise) cible vos muscles deltoïdes.,"1. Mettez-vous debout, le dos bien droit et les pieds positionnés d’une distance un peu plus grande que vos hanches. | 2. Tenez la barre devant votre corps avec une main en pronation. | 3. En gardant le bras tendu, levez le bras en diagonale et amenez-le vers le haut du corps. | 4. Redescendez lentement la barre en position de départ en contrôlant la trajectoire, vitesse et votre posture. | 5. Répétez le mouvement jusqu’au nombre de répétitions souhaité et changez de main pour travailler l’autre épaule.","1. Cet exercice est plus difficile qu’il n’y paraît. Commencez avec une barre à vide, et ne faites pas le mouvement trop rapidement. | 2. Inspirez en bas du mouvement et expirez en levant la barre jusqu’en haut. | 3. Veillez à ne pas vous pencher en arrière lorsque vous soulevez la barre. | 4. Ne laissez pas la tête se pencher trop en avant.",monoarticulaires,15.0
Dragon flag,http://82.66.65.151:7000/images/ExerciceImage/dragon_flag.jpg,"Le dragon flag (en français drapeau du dragon) est un exercice de musculation qui a été rendu célèbre grâce au maître d’arts martiaux Bruce Lee. C’est l’un des mouvements de gainage pour les abdominaux les plus avancés qui vous aidera à avoir des abdos incroyablement forts et définis, autrement dit le 6-pack que beaucoup de personnes recherchent. Le mouvement du drapeau du dragon de Bruce Lee est désormais un exercice faisant partie de la culture pop du monde du fitness. Au fil des années, il a été adopté par les amateurs de callisthénie et de musculation qui aiment pratiquer des mouvements difficiles.","1. Pour commencer, allongez-vous sur le dos et mettez vos bras derrière vous pour vous accrocher à un poteau, un montant de cage à squat ou un banc de musculation solide. Certaines personnes utilisent des kettlebells ou des haltères, mais l’utilisation d’un objet fixe et stable est plus adaptée et plus sûre. | 2. Remontez les hanches en transférant votre poids sur vos épaules. | 3. Levez vos pieds, vos jambes et votre torse de manière à former une ligne droite. | 4. Une fois que vous avez atteint le sommet, en gardant les abdos et les fesses serrés, abaissez lentement vos jambes dans un mouvement contrôlé sans laisser aucune partie de votre corps toucher le banc, à l’exception du haut du dos et des épaules. | 5. Répétez le mouvement autant que possible.","1. Pointez vos orteils pour aider à maintenir un bon alignement du corps. | 2. Ne mettez pas le poids de votre corps sur votre cou. Veillez à garder le poids sur le haut de votre dos et vos épaules. | 3. Veillez à garder vos jambes jointes et droites tout au long du mouvement. | 4. Ne cambrez pas le dos. En cambrant le bas du dos, vous soulagez vos abdominaux et transférez l’effort sur le bas du dos, avec un risque de blessure. | 5. Assurez-vous d’être bien échauffé avant de faire le dragon flag. | 6. Veillez à prendre un temps de repos suffisant entre les séries, de une à trois minutes. | 7. Pour plus de difficulté, vous pouvez maintenir votre corps juste au-dessus du sol et garder cette position avant de remonter. | 8. Si vous vous affaissez, si vous laissez tomber vos hanches ou si vous courbez le dos, cela signifie que vous n’avez pas encore la force nécessaire et que vous ne devriez pas continuer à pratiquer cet exercice. Pour gagner de la force, entraînez-vous à pratiquer les exercices de progression ci-dessous.",monoarticulaires,15.0
Flexions latérales avec haltère,http://82.66.65.151:7000/images/ExerciceImage/flexions_latérales_avec_haltère.jpg,"Les flexions latérales avec haltère sont un excellent exercice pour cibler les muscles obliques. Le renforcement des muscles de la taille est crucial pour la pratique d’activités physiques nécessitant une grande stabilité, un bon équilibre et une grande mobilité.","1. Prenez un haltère avec votre main droite et tenez-le sur votre côté droit. | 2. Avec les pieds écartés de la largeur des épaules, contractez vos muscles abdominaux et ouvrez votre poitrine. Gardez les genoux légèrement fléchis. | 3. Placez votre main gauche sur le côté de votre tête ou sur votre hanche. Pliez la taille vers votre côté gauche. Arrêtez-vous lorsque vous ressentez une contraction de l’oblique gauche et un étirement de l’oblique droit. | 4. Revenez à la position de départ et répétez le mouvement jusqu’à effectuer le nombre de répétitions souhaité. | 5. Changez de côté et répétez l’exercice.","1. Gardez toujours le dos droit, le regard dirigé vers l’avant, et ne vous penchez qu’au niveau du torse. | 2. Concentrez-vous sur l’étirement et la contraction des muscles obliques. | 3. Gardez les haltères près du corps. | 4. Cet exercice peut également être réalisé en étant assis au bord d’un banc. | 5. Si vous ne disposez pas d’haltères, il est possible d’effectuer cet exercice avec un élastique.",monoarticulaires,15.0
Écartés Hyght,http://82.66.65.151:7000/images/ExerciceImage/écartés_hyght.jpg,"Les écartés Hyght (en anglais Hyght dumbbell fly) sont une variante des écartés imaginée par le Dr Clay Hyght, bodybuilder et coach, pour cibler efficacement le haut des pectoraux (partie claviculaire des pectoraux).","1. Commencez par régler un banc incliné à environ 45 degrés, soit plus haut que ce que vous utiliseriez habituellement pour faire des développés ou écartés inclinés. | 2. Tenez un haltère dans chaque main, les avant-bras en supination (paumes vers le haut). | 3. Fléchissez légèrement les coudes et tenez vos bras légèrement écartés sur les côtés. | 4. En gardant les coudes légèrement fléchis, expirez en ramenant les haltères vers le haut et vers le milieu du corps. | 5. Maintenez cette position pendant deux secondes et contractez les muscles pectoraux. | 6. Inspirez en inversant le mouvement pour revenir à la position de départ. | 7. Répétez ce mouvement jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Ne prenez pas de charges lourdes. Même des haltères de 10 kg vous donneront du fil à retordre dans cet exercice exigeant pour le haut des pectoraux. | 2. Veillez à vous concentrer sur le travail des muscles pectoraux, et non sur celui des épaules ou des biceps. | 3. Gardez la poitrine ouverte (omoplates resserrées) tout au long du mouvement pour gagner en stabilité et protéger vos épaules.",monoarticulaires,15.0
Extension verticale assis à la barre,http://82.66.65.151:7000/images/ExerciceImage/extension_verticale_assis_à_la_barre.jpg,"L’extension verticale des triceps à la barre (en anglais overhead tricep extension) est un exercice d’isolation qui permet de développer la masse musculaire et la force des triceps, notamment la longue portion du triceps.","1. Asseyez-vous droit sur un banc et tenez une barre au-dessus de votre tête avec les bras tendus, mains écartées de la largeur des épaules. | 2. Abaissez ensuite lentement la barre derrière votre tête, les coudes légèrement vers l’intérieur, jusqu’à ce que vos avant-bras soient parallèles au sol. Inspirez pendant cette partie du mouvement. | 3. Remontez la barre jusqu’à la position de départ en fléchissant les triceps, sans verrouiller la position en haut du mouvement. Expirez durant cette phase. | 4. Répétez ce mouvement jusqu’à ce que vous ayez réalisé le nombre de répétitions souhaité.","1. L’utilisation d’une barre EZ est idéale, car elle permet de soulager les tensions au niveau des poignets. | 2. Regardez devant vous ou légèrement vers le haut pour maintenir la cambrure naturelle de votre colonne vertébrale. | 3. Isolez le mouvement de manière à ce qu’il se limite à la flexion et à l’extension des coudes tout en gardant le corps et les bras immobiles tout au long de la série. | 4. Vous pouvez également effectuer ce mouvement avec des haltères afin de bénéficier d’une plus grande liberté de mouvement. | 5. Ne laissez pas vos bras descendre trop en dessous de la parallèle pendant la partie excentrique (négative) de l’exercice.",monoarticulaires,15.0
Curl inversé à la barre,http://82.66.65.151:7000/images/ExerciceImage/curl_inversé_à_la_barre.jpg,"Le curl inversé à la barre ou curl barre en pronation (en anglais reverse barbell curl) est un exercice incontournable pour l’entraînement des bras. Bien sûr, le curl classique à la barre fait travailler les mêmes muscles (brachio-radial, brachial et biceps), mais la variante du curl inversé permet de cibler plus efficacement un muscle.","1. Saisissez la barre avec les mains écartées de la largeur des épaules, paumes vers le bas (mains en pronation). Tenez la barre le long de vos cuisses, les bras tendus et les coudes le long du corps. | 2. Tenez-vous bien droit et regardez devant vous. | 3. Effectuez une flexion de l’avant-bras pour monter la barre vers le haut. Contractez fortement vos biceps. | 4. Redescendez la barre sans tendre complètement les bras.","1. Gardez les poignets droits pendant tout le mouvement. | 2. Ne vous arrêtez pas en haut du mouvement. | 3. Comme pour tous les exercices avec barre debout, n’utilisez pas d’élan pour monter la charge. Ne réalisez donc pas d’à-coups avec votre bassin ou une flexion de jambe pour vous aider.",monoarticulaires,18.75
AB Coaster,http://82.66.65.151:7000/images/ExerciceImage/ab_coaster.jpg,"Si vous voulez muscler vos abdos, essayez l’Ab Coaster, un appareil révolutionnaire pour les abdominaux. Cet appareil est parfait pour les personnes qui souhaitent travailler les muscles abdominaux, mais qui n’arrivent pas à apprécier les exercices traditionnels comme les crunchs, les relevés de jambes et les relevés de buste.",1. Agenouillez-vous sur le siège de manière à ce que vos pieds soient suspendus sur le bord arrière du support. | 2. Saisissez les deux poignées. | 3. Déplacez le support mobile vers l’avant et le haut en ramenant les genoux vers le haut. | 4. Maintenez si possible cette position haute une seconde en contractant fortement vos abdominaux. | 5. Revenez lentement en position de départ. | 6. Répétez le mouvement autant de fois que prévu.,"1. Il est possible de régler le siège sur le côté droit ou gauche afin de travailler les muscles obliques. | 2. Ne bougez pas le haut de votre corps pendant l’exercice pour isoler au maximum les abdominaux. | 3. Utilisez une vitesse lente et régulière pour cet exercice. N’utilisez pas d’élan pour remonter, concentrez-vous sur la contraction et l’utilisation de vos abdominaux pour remonter. | 4. Pour augmenter l’intensité de l’exercice, ajoutez des disques de musculation sur les côtés.",monoarticulaires,15.0
Superman,http://82.66.65.151:7000/images/ExerciceImage/superman.jpg,Le superman est un exercice qui permet d’isoler les muscles du bas du dos. Cet exercice sollicite secondairement les muscles fessiers et ischio-jambiers.,1. Allongez-vous au sol sur le ventre. | 2. Gardez vos bras et vos jambes complètement étendus. | 3. Levez simultanément vos bras et vos jambes du sol aussi haut que possible. | 4. Maintenez la position quelques secondes. | 5. Revenez à la position de départ. | 6. Répétez ce mouvement jusqu’à ce que vous ayez réalisé le nombre de répétitions souhaité.,"1. Ne levez pas les bras, le buste et les jambes au-delà de la sensation d’un léger étirement dans le dos. | 2. Vous pouvez vous familiariser avec l’exercice du superman en commençant par lever uniquement les bras et le torse pendant quelques répétitions, puis en levant uniquement les jambes pendant quelques répétitions, avant de les lever simultanément. | 3. Vous pouvez également faire l’exercice du superman controlatéralement, en soulevant votre bras gauche avec votre jambe droite, puis votre bras droit avec votre jambe gauche, avant de passer au superman complet. | 4. La partie la plus intéressante de l’exercice est la contraction isométrique de quelques secondes lorsque vos bras et vos jambes sont relevés. | 5. Votre tête doit rester dans une position neutre. Évitez toute tension au niveau du cou.",monoarticulaires,15.0
Leg curl au ballon de gym,http://82.66.65.151:7000/images/ExerciceImage/leg_curl_au_ballon_de_gym.jpg,Le leg curl au ballon de gym (Swiss ball) est une variante des mouvements de leg curl utilisée pour développer et renforcer les ischio-jambiers.,"1. Mettez-vous en position couchée, les pieds sur un ballon de gymnastique avec les bras tendus sur les côtés. | 2. Commencez le mouvement en fléchissant les fessiers et en mettant les hanches en extension jusqu’à ce que vous ayez une ligne droite entre vos talons et votre tête. | 3. Tout en gardant les hanches en extension, ramenez vos talons vers vos fesses en fléchissant vos ischio-jambiers. | 4. Revenez lentement à la position de départ et répétez le mouvement jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Ne laissez pas les hanches pivoter lorsque vous fléchissez les jambes. | 2. Une fois habitué à ce mouvement, vous pouvez également effectuer un travail unilatéral et augmenter la difficulté en travaillant avec une seule jambe à la fois.",monoarticulaires,18.75
